time_s	ch1	ch2	ch3
3.153000	1.302246	1.346924	1.334473
3.186000	1.365234	1.305176	1.284668
3.187000	1.322754	1.407715	1.327148
3.187000	1.305908	1.359375	1.303711
3.188000	1.321289	1.286865	1.313232
3.189000	1.313965	1.338135	1.267090
3.189000	1.303711	1.340332	1.289795
3.190000	1.313965	1.292725	1.306641
3.191000	1.291260	1.338135	1.282471
3.191000	1.307373	1.294922	1.283203
3.192000	1.333008	1.308838	1.300049
3.193000	1.322021	1.377686	1.390137
3.193000	1.297119	1.368164	1.385742
3.195000	1.317627	1.220947	1.243652
3.195000	1.292725	1.198242	1.253174
3.196000	1.311768	1.396729	1.302246
3.196000	1.319824	1.320557	1.306641
3.196000	1.317627	1.260498	1.308838
3.196000	1.322754	1.353516	1.318359
3.197000	1.292725	1.352783	1.320557
3.198000	1.314697	1.289062	1.313965
3.198000	1.315430	1.254639	1.308105
3.199000	1.315430	1.330078	1.341797
3.199000	1.305908	1.323486	1.286133
3.200000	1.309570	1.392334	1.263428
3.201000	1.308105	1.289795	1.315430
3.236000	1.324951	1.378418	1.312500
3.242000	1.300049	1.289062	1.313232
3.243000	1.305908	1.192383	1.329346
3.243000	1.298584	1.314697	1.272949
3.244000	1.320557	1.312500	1.360107
3.244000	1.320557	1.354248	1.327881
3.245000	1.308838	1.368164	1.318359
3.245000	1.302979	1.272949	1.327148
3.246000	1.330078	1.327148	1.299316
3.246000	1.301514	1.376953	1.323486
3.247000	1.306641	1.423096	1.300049
3.247000	1.312500	1.200439	1.264893
3.247000	1.319824	1.272217	1.272949
3.248000	1.286133	1.317627	1.334473
3.248000	1.316162	1.352051	1.319824
3.249000	1.294922	1.223145	1.345459
3.249000	1.305908	1.290527	1.286865
3.249000	1.261230	1.364502	1.311035
3.250000	1.315430	1.370361	1.309570
3.250000	1.308838	1.248779	1.311035
3.250000	1.306641	1.267822	1.294189
3.251000	1.313965	1.387207	1.312500
3.251000	1.354248	1.329346	1.300049
3.251000	1.311768	1.363037	1.331543
3.252000	1.322754	1.290527	1.300049
3.286000	1.334473	1.232666	1.293457
3.286000	1.330078	1.305908	1.299316
3.287000	1.296387	1.321289	1.307373
3.288000	1.306641	1.345459	1.276611
3.288000	1.297852	1.298584	1.352783
3.289000	1.320557	1.366699	1.285400
3.289000	1.298584	1.411377	1.278809
3.290000	1.320557	1.296387	1.350586
3.291000	1.310303	1.228271	1.302246
3.291000	1.267822	1.269287	1.325684
3.292000	1.292725	1.374756	1.294922
3.293000	1.311768	1.442139	1.332275
3.293000	1.311768	1.316895	1.318359
3.294000	1.272949	1.232666	1.293457
3.295000	1.305908	1.318359	1.294922
3.295000	1.326416	1.252441	1.312500
3.296000	1.300049	1.360840	1.312500
3.297000	1.319092	1.330811	1.332275
3.297000	1.310303	1.299316	1.256104
3.298000	1.308105	1.305908	1.247314
3.299000	1.313232	1.461182	1.320557
3.300000	1.272217	1.286133	1.340332
3.305000	1.307373	1.099365	1.326416
3.305000	1.304443	1.349121	1.296387
3.306000	1.301514	1.343262	1.293457
3.335000	1.311768	1.427490	1.269287
3.336000	1.304443	1.400391	1.308105
3.337000	1.277344	1.256836	1.346924
3.337000	1.305176	1.218750	1.337402
3.337000	1.320557	1.285400	1.292725
3.338000	1.326416	1.324951	1.311035
3.339000	1.321289	1.358643	1.303711
3.339000	1.325684	1.369629	1.338867
3.340000	1.323486	1.281006	1.285400
3.341000	1.341064	1.281006	1.304443
3.341000	1.285400	1.311035	1.342529
3.342000	1.278809	1.299316	1.295654
3.343000	1.289795	1.294189	1.336670
3.343000	1.301514	1.262695	1.252441
3.344000	1.305908	1.305176	1.348389
3.344000	1.314697	1.308105	1.264160
3.345000	1.289795	1.311035	1.297119
3.346000	1.349121	1.238525	1.307373
3.346000	1.327148	1.398926	1.281738
3.347000	1.280273	1.465576	1.291260
3.347000	1.305908	1.235596	1.300049
3.348000	1.322754	1.312500	1.317627
3.349000	1.290527	1.301514	1.360840
3.349000	1.306641	1.308105	1.327148
3.350000	1.315430	1.346924	1.283203
3.384000	1.311768	1.287598	1.314697
3.385000	1.313232	1.295654	1.323486
3.386000	1.294189	1.374023	1.318359
3.387000	1.311768	1.347656	1.284668
3.387000	1.302979	1.352051	1.272217
3.388000	1.302979	1.346191	1.283203
3.388000	1.308105	1.168213	1.296387
3.389000	1.297119	1.172607	1.315430
3.390000	1.321289	1.317627	1.320557
3.391000	1.319092	1.379883	1.315430
3.391000	1.248779	1.344727	1.305176
3.392000	1.330078	1.349854	1.313965
3.398000	1.297852	1.376221	1.343262
3.398000	1.305908	1.236328	1.305908
3.398000	1.297119	1.177734	1.283203
3.399000	1.291992	1.383545	1.265625
3.399000	1.310303	1.302246	1.304443
3.400000	1.297119	1.319092	1.317627
3.400000	1.320557	1.301514	1.303711
3.400000	1.311035	1.270020	1.322754
3.401000	1.275879	1.296387	1.302979
3.401000	1.303711	1.289795	1.323486
3.402000	1.293457	1.290527	1.313965
3.402000	1.305176	1.527832	1.338135
3.402000	1.291992	1.333008	1.308105
3.434000	1.311035	1.267090	1.310303
3.436000	1.300781	1.333740	1.242920
3.436000	1.334473	1.341797	1.319824
3.437000	1.276611	1.366699	1.338867
3.437000	1.310303	1.267090	1.333740
3.438000	1.308105	1.293457	1.236328
3.439000	1.310303	1.365234	1.273682
3.439000	1.305908	1.404053	1.237793
3.440000	1.299316	1.234863	1.276611
3.440000	1.318359	1.334473	1.367432
3.441000	1.338867	1.337402	1.300049
3.442000	1.342529	1.330078	1.329346
3.442000	1.268555	1.217285	1.436279
3.443000	1.329346	1.377686	1.308838
3.443000	1.302979	1.389404	1.260498
3.445000	1.309570	1.335938	1.250244
3.446000	1.316895	1.319824	1.319824
3.446000	1.280273	1.265625	1.294922
3.447000	1.317627	1.311035	1.291260
3.447000	1.316162	1.379150	1.290527
3.447000	1.320557	1.410645	1.308105
3.448000	1.334473	1.353516	1.305908
3.449000	1.261963	1.276611	1.297119
3.450000	1.298584	1.224609	1.288330
3.451000	1.338135	1.267822	1.255371
3.486000	1.315430	1.380615	1.307373
3.490000	1.289062	1.343994	1.318359
3.491000	1.322021	1.341064	1.331543
3.491000	1.313965	1.330078	1.319824
3.491000	1.283936	1.409180	1.319092
3.492000	1.325684	1.390869	1.253174
3.492000	1.304443	1.296387	1.300049
3.492000	1.302979	1.258301	1.354980
3.493000	1.317627	1.238525	1.313965
3.493000	1.306641	1.290527	1.303711
3.494000	1.311035	1.327148	1.300049
3.494000	1.322021	1.367432	1.306641
3.494000	1.317627	1.315430	1.283203
3.495000	1.307373	1.195312	1.308838
3.495000	1.307373	1.380615	1.257568
3.495000	1.325684	1.297119	1.370361
3.496000	1.305176	1.278809	1.266357
3.496000	1.290527	1.337402	1.319824
3.496000	1.336670	1.391602	1.385742
3.497000	1.332275	1.329346	1.229736
3.498000	1.300049	1.300049	1.291992
3.498000	1.311035	1.272217	1.294922
3.500000	1.307373	1.357910	1.333740
3.500000	1.302246	1.326416	1.355713
3.500000	1.328613	1.357178	1.237061
3.534000	1.321289	1.242188	1.270752
3.535000	1.311035	1.304443	1.334473
3.535000	1.305176	1.404785	1.267822
3.537000	1.307373	1.377686	1.300049
3.537000	1.324219	1.270020	1.337402
3.538000	1.314697	1.227539	1.342529
3.539000	1.315430	1.399658	1.275146
3.540000	1.303711	1.336670	1.290527
3.540000	1.319092	1.382080	1.312500
3.541000	1.278809	1.331543	1.309570
3.541000	1.310303	1.530762	1.333740
3.542000	1.320557	1.300781	1.304443
3.543000	1.289062	0.993896	1.304443
3.543000	1.300049	1.283203	1.293457
3.544000	1.331543	1.363770	1.327148
3.544000	1.311768	1.327148	1.306641
3.545000	1.308105	1.349854	1.315430
3.545000	1.310303	1.329346	1.294922
3.546000	1.316895	1.382080	1.317627
3.551000	1.344727	1.253174	1.260498
3.552000	1.302979	1.374023	1.291992
3.552000	1.308838	1.457520	1.313965
3.552000	1.308838	1.422363	1.308838
3.553000	1.313232	1.359375	1.265625
3.553000	1.321289	1.369629	1.349854
3.585000	1.294922	1.220215	1.337402
3.585000	1.308838	1.281738	1.341797
3.586000	1.323486	1.272949	1.286865
3.587000	1.323486	1.294922	1.288330
3.588000	1.316895	1.289795	1.273682
3.588000	1.305176	1.398926	1.393066
3.589000	1.313232	1.481689	1.306641
3.589000	1.294922	1.186523	1.299316
3.590000	1.283203	1.171143	1.271484
3.590000	1.324951	1.285400	1.323486
3.591000	1.321289	1.364502	1.291992
3.592000	1.272949	1.358643	1.293457
3.592000	1.391602	1.368896	1.300049
3.593000	1.314697	1.351318	1.293457
3.594000	1.316162	1.320557	1.319824
3.594000	1.297852	1.365234	1.298584
3.595000	1.304443	1.207031	1.284668
3.596000	1.310303	1.218750	1.339600
3.596000	1.313232	1.354248	1.327148
3.596000	1.310303	1.427490	1.316895
3.597000	1.311768	1.303711	1.308838
3.597000	1.321289	1.281006	1.296387
3.598000	1.301514	1.373291	1.320557
3.599000	1.313965	1.406982	1.292725
3.599000	1.316162	1.308838	1.311035
3.635000	1.289062	1.312500	1.316895
3.635000	1.319824	1.316162	1.332275
3.636000	1.305908	1.298584	1.363770
3.636000	1.303711	1.292725	1.250977
3.637000	1.321289	1.321289	1.278809
3.638000	1.317627	1.382080	1.287598
3.644000	1.314697	1.294189	1.303711
3.644000	1.261230	1.297852	1.288330
3.645000	1.311768	1.403320	1.306641
3.645000	1.300049	1.325684	1.412109
3.645000	1.363037	1.256836	1.316895
3.646000	1.308838	1.346924	1.284668
3.646000	1.312500	1.280273	1.293457
3.646000	1.314697	1.297119	1.309570
3.647000	1.313232	1.381348	1.305908
3.647000	1.308838	1.353516	1.294922
3.647000	1.316162	1.344727	1.360840
3.648000	1.307373	1.238525	1.296387
3.648000	1.329346	1.286133	1.326416
3.649000	1.324951	1.401123	1.290527
3.649000	1.302246	1.349121	1.332275
3.649000	1.311768	1.376221	1.314697
3.650000	1.314697	1.332275	1.254639
3.650000	1.316162	1.355713	1.322021
3.650000	1.316162	1.291992	1.322021
3.684000	1.316162	1.304443	1.417236
3.685000	1.330811	1.354248	1.312500
3.685000	1.297119	1.240723	1.294922
3.686000	1.340332	1.360840	1.296387
3.686000	1.343262	1.367432	1.300049
3.687000	1.313232	1.385742	1.305176
3.687000	1.308838	1.255371	1.272949
3.688000	1.305176	1.163818	1.310303
3.689000	1.328613	1.349854	1.284668
3.689000	1.308838	1.375488	1.316162
3.690000	1.302979	1.324951	1.336670
3.691000	1.319092	1.369629	1.301514
3.691000	1.311035	1.264893	1.289795
3.692000	1.306641	1.372559	1.308838
3.692000	1.325684	1.338135	1.344727
3.693000	1.308838	1.155762	1.303711
3.694000	1.209961	1.272217	1.335938
3.694000	1.322021	1.311768	1.291260
3.697000	1.320557	1.409180	1.289795
3.697000	1.320557	1.395264	1.359375
3.698000	1.294922	1.409180	1.261963
3.698000	1.305908	1.320557	1.280273
3.698000	1.319824	1.324219	1.268555
3.699000	1.312500	1.333008	1.276611
3.700000	1.304443	1.313232	1.330078
3.737000	1.308838	1.392334	1.321289
3.738000	1.313965	1.273682	1.323486
3.738000	1.323486	1.232666	1.310303
3.739000	1.319824	1.300049	1.306641
3.739000	1.311768	1.345459	1.290527
3.739000	1.291260	1.428223	1.300049
3.740000	1.308838	1.363037	1.306641
3.740000	1.274414	1.200439	1.320557
3.741000	1.322021	1.238525	1.294189
3.741000	1.316162	1.398193	1.314697
3.742000	1.323486	1.398926	1.341064
3.742000	1.326416	1.393799	1.283203
3.743000	1.322021	1.138916	1.297119
3.743000	1.294189	1.206299	1.311768
3.743000	1.313232	1.530762	1.367432
3.744000	1.305176	1.293457	1.305176
3.744000	1.291260	1.346191	1.324951
3.744000	1.318359	1.185791	1.345459
3.745000	1.322021	1.229736	1.299316
3.745000	1.327881	1.322021	1.356445
3.746000	1.308838	1.418701	1.349121
3.748000	1.291260	1.413574	1.289062
3.748000	1.287598	1.312500	1.327148
3.749000	1.313965	1.291992	1.304443
3.749000	1.311035	1.161621	1.308838
3.784000	1.275146	1.374756	1.310303
3.785000	1.331543	1.243652	1.263428
3.785000	1.322754	1.238525	1.295654
3.785000	1.308105	1.420898	1.341064
3.786000	1.316162	1.355713	1.331543
3.786000	1.338135	1.279541	1.307373
3.787000	1.294189	1.294922	1.272949
3.787000	1.316162	1.275146	1.268555
3.788000	1.300781	1.281738	1.296387
3.789000	1.308105	1.432617	1.350586
3.789000	1.299316	1.285400	1.305176
3.790000	1.318359	1.238525	1.302246
3.791000	1.308105	1.352051	1.330078
3.791000	1.311768	1.257568	1.284668
3.792000	1.305908	1.283203	1.317627
3.793000	1.313965	1.350586	1.306641
3.798000	1.312500	1.361572	1.330811
3.799000	1.317627	1.379883	1.306641
3.799000	1.305176	1.098633	1.322021
3.800000	1.310303	1.269287	1.294189
3.800000	1.308838	1.282471	1.312500
3.800000	1.327881	1.322754	1.305908
3.801000	1.331543	1.454590	1.291992
3.801000	1.317627	1.354980	1.293457
3.802000	1.322754	1.209961	1.314697
3.833000	1.319824	1.382812	1.315430
3.834000	1.301514	1.256104	1.308105
3.834000	1.329346	1.360840	1.288330
3.835000	1.313965	1.360107	1.321289
3.836000	1.260498	1.276611	1.319824
3.836000	1.311768	1.285400	1.440674
3.837000	1.322754	1.313965	1.300049
3.838000	1.324951	1.311768	1.276611
3.839000	1.322021	1.308105	1.294189
3.839000	1.296387	1.390137	1.294922
3.839000	1.252441	1.348389	1.275146
3.841000	1.302979	1.159424	1.281738
3.841000	1.337402	1.319092	1.319092
3.842000	1.298584	1.353516	1.367432
3.843000	1.301514	1.346924	1.338867
3.843000	1.299316	1.319824	1.323486
3.844000	1.310303	1.209961	1.308105
3.845000	1.294922	1.412842	1.455322
3.845000	1.327881	1.359375	1.310303
3.846000	1.311768	1.231201	1.298584
3.847000	1.339600	1.321289	1.312500
3.847000	1.321289	1.400391	1.297852
3.848000	1.325684	1.356445	1.300049
3.848000	1.310303	1.323486	1.308105
3.849000	1.333740	1.346191	1.293457
3.883000	1.326416	1.272949	1.337402
3.884000	1.308838	1.339600	1.306641
3.885000	1.316162	1.213623	1.302246
3.885000	1.314697	1.274414	1.316162
3.886000	1.324219	1.332275	1.429688
3.887000	1.314697	1.462646	1.338135
3.891000	1.308105	1.343994	1.297852
3.892000	1.328613	1.363037	1.311768
3.892000	1.345459	1.286865	1.352783
3.893000	1.335205	1.251709	1.325684
3.893000	1.302979	1.348389	1.340332
3.893000	1.297119	1.409180	1.297852
3.894000	1.327881	1.299316	1.268555
3.894000	1.307373	1.313232	1.302246
3.894000	1.302979	1.196777	1.309570
3.894000	1.320557	1.316895	1.297119
3.896000	1.296387	1.292725	1.313965
3.896000	1.306641	1.348389	1.322754
3.896000	1.322021	1.371826	1.311035
3.897000	1.310303	1.357178	1.283203
3.897000	1.316162	1.257568	1.327148
3.898000	1.299316	1.306641	1.281006
3.898000	1.306641	1.269287	1.305176
3.898000	1.289795	1.272949	1.335205
3.899000	1.296387	1.445068	1.302979
3.932000	1.335205	1.330811	1.309570
3.934000	1.319824	1.404053	1.281738
3.935000	1.319824	1.389404	1.386475
3.935000	1.304443	1.147705	1.301514
3.936000	1.364502	1.264160	1.296387
3.936000	1.312500	1.310303	1.288330
3.937000	1.313965	1.364502	1.281006
3.938000	1.333740	1.358643	1.319092
3.938000	1.321289	1.360840	1.319824
3.939000	1.300049	1.105225	1.267822
3.940000	1.325684	1.253174	1.349854
3.940000	1.319824	1.365967	1.338867
3.941000	1.316895	1.289795	1.303711
3.942000	1.317627	1.431152	1.302246
3.942000	1.313232	1.404053	1.327148
3.943000	1.311768	1.128662	1.300049
3.944000	1.329346	1.341797	1.349121
3.944000	1.316895	1.315430	1.270752
3.945000	1.286133	1.366699	1.276611
3.946000	1.353516	1.322021	1.322754
3.946000	1.330078	1.406250	1.336670
3.948000	1.337402	1.396729	1.320557
3.948000	1.314697	1.327881	1.289795
3.949000	1.196777	1.376221	1.264893
3.951000	1.300049	1.216553	1.291260
3.984000	1.312500	1.433350	1.341064
3.988000	1.313232	1.193848	1.359375
3.988000	1.316162	1.264160	1.341797
3.989000	1.299316	1.286865	1.250244
3.989000	1.311035	1.450928	1.291992
3.989000	1.311768	1.231934	1.276611
3.990000	1.322021	1.196045	1.363770
3.990000	1.346924	1.412109	1.323486
3.990000	1.311035	1.377686	1.322754
3.991000	1.316162	1.428223	1.291992
3.991000	1.302979	1.413574	1.298584
3.991000	1.317627	1.039307	1.470703
3.992000	1.313232	1.357910	1.308105
3.992000	1.309570	1.400391	1.290527
3.993000	1.307373	1.267090	1.299316
3.993000	1.291992	1.276611	1.296387
3.993000	1.309570	1.326416	1.294922
3.994000	1.318359	1.302246	1.341797
3.995000	1.316895	1.313965	1.308105
3.995000	1.352783	1.291260	1.311035
3.996000	1.276611	1.311035	1.330811
3.997000	1.333008	1.251709	1.305176
3.997000	1.321289	1.250244	1.302979
3.997000	1.270020	1.341797	1.309570
3.998000	1.300781	1.438477	1.271484
4.032000	1.302246	1.311035	1.293457
4.033000	1.318359	1.344727	1.299316
4.034000	1.302246	1.287598	1.334473
4.035000	1.315430	1.395996	1.288330
4.036000	1.321289	1.311035	1.315430
4.036000	1.333740	1.253906	1.309570
4.037000	1.311768	1.443604	1.327148
4.037000	1.300781	1.323486	1.307373
4.038000	1.313965	1.264893	1.315430
4.039000	1.285400	1.175537	1.254639
4.039000	1.344727	1.349854	1.293457
4.040000	1.298584	1.383545	1.281006
4.041000	1.321289	1.296387	1.290527
4.041000	1.270752	1.500732	1.322754
4.042000	1.286865	1.212158	1.341797
4.043000	1.303711	1.295654	1.352051
4.048000	1.318359	1.330811	1.294922
4.049000	1.304443	1.345459	1.271484
4.049000	1.321289	1.316895	1.334473
4.050000	1.436279	1.323486	1.346924
4.050000	1.317627	1.378418	1.318359
4.050000	1.317627	1.308838	1.312500
4.051000	1.307373	1.258301	1.287598
4.051000	1.333008	1.262695	1.286865
4.051000	1.311768	1.282471	1.305908
4.083000	1.309570	1.320557	1.289795
4.084000	1.316162	1.289062	1.301514
4.084000	1.291260	1.325684	1.323486
4.085000	1.311035	1.363770	1.299316
4.085000	1.313232	1.433350	1.281738
4.086000	1.304443	1.286133	1.319092
4.087000	1.317627	1.316162	1.312500
4.087000	1.310303	1.316162	1.314697
4.088000	1.307373	1.334473	1.370361
4.089000	1.308838	1.305908	1.300049
4.090000	1.302979	1.295654	1.283203
4.090000	1.322754	1.264893	1.303711
4.090000	1.316162	1.286865	1.291260
4.091000	1.319824	1.336670	1.328613
4.092000	1.319092	1.357178	1.320557
4.092000	1.311768	1.324219	1.305176
4.093000	1.299316	1.300049	1.294922
4.093000	1.344727	1.360840	1.337402
4.094000	1.308838	1.250977	1.313232
4.095000	1.315430	1.163086	1.286865
4.095000	1.306641	1.326416	1.286865
4.096000	1.285400	1.488281	1.322754
4.097000	1.333008	1.300049	1.276611
4.097000	1.316895	1.374023	1.295654
4.098000	1.316895	1.411377	1.276611
4.133000	1.313965	1.342529	1.387939
4.133000	1.311035	1.206299	1.294922
4.134000	1.311035	1.335938	1.308105
4.135000	1.304443	1.261963	1.292725
4.135000	1.304443	1.283936	1.323486
4.136000	1.312500	1.310303	1.322754
4.137000	1.320557	1.271484	1.297852
4.137000	1.318359	1.308105	1.286865
4.139000	1.324219	1.346924	1.291260
4.144000	1.294922	1.343994	1.298584
4.144000	1.293457	1.267822	1.323486
4.145000	1.309570	1.303711	1.267822
4.145000	1.324219	1.336670	1.281738
4.145000	1.338135	1.348389	1.342529
4.146000	1.324951	1.333008	1.316895
4.146000	1.312500	1.294922	1.312500
4.147000	1.305908	1.316895	1.294189
4.147000	1.299316	1.274414	1.334473
4.147000	1.299316	1.333008	1.278809
4.148000	1.318359	1.311035	1.291992
4.148000	1.316162	1.316162	1.289795
4.148000	1.316162	1.349121	1.305176
4.149000	1.299316	1.322754	1.303711
4.149000	1.306641	1.279541	1.297119
4.149000	1.323486	1.305176	1.318359
4.182000	1.316895	1.313232	1.316895
4.183000	1.313965	1.245117	1.303711
4.184000	1.319824	1.321289	1.313965
4.184000	1.320557	1.361572	1.304443
4.185000	1.349121	1.343262	1.300049
4.186000	1.317627	1.327881	1.297119
4.186000	1.315430	1.264160	1.296387
4.187000	1.327148	1.331543	1.304443
4.188000	1.306641	1.367432	1.328613
4.188000	1.313965	1.311768	1.276611
4.189000	1.323486	1.385010	1.273682
4.189000	1.327148	1.351318	1.359375
4.190000	1.354980	1.336670	1.334473
4.191000	1.317627	1.253174	1.314697
4.191000	1.308838	1.270020	1.315430
4.192000	1.308838	1.324219	1.423096
4.193000	1.275146	1.360840	1.294189
4.193000	1.344727	1.332275	1.322754
4.194000	1.320557	1.283203	1.291992
4.195000	1.351318	1.282471	1.295654
4.195000	1.297119	1.323486	1.313965
4.195000	1.308105	1.378418	1.330078
4.196000	1.301514	1.359375	1.307373
4.196000	1.314697	1.324951	1.305908
4.198000	1.320557	1.278809	1.320557
4.237000	1.312500	1.297852	1.313965
4.237000	1.304443	1.370361	1.292725
4.238000	1.318359	1.387207	1.300049
4.238000	1.325684	1.216553	1.363037
4.239000	1.316162	1.267822	1.315430
4.240000	1.302246	1.272949	1.308105
4.240000	1.308838	1.362305	1.294189
4.240000	1.325684	1.330078	1.312500
4.241000	1.322021	1.385010	1.332275
4.241000	1.297852	1.307373	1.352051
4.242000	1.316895	1.293457	1.263428
4.242000	1.313965	1.312500	1.294922
4.243000	1.330078	1.313232	1.306641
4.243000	1.297852	1.287598	1.294922
4.244000	1.311768	1.327881	1.357910
4.244000	1.311035	1.361572	1.311035
4.244000	1.312500	1.328613	1.329346
4.245000	1.308838	1.330078	1.328613
4.245000	1.270020	1.308838	1.306641
4.246000	1.317627	1.198242	1.304443
4.246000	1.305176	1.343994	1.300049
4.246000	1.320557	1.319824	1.261230
4.247000	1.317627	1.317627	1.308838
4.247000	1.311035	1.371094	1.334473
4.248000	1.301514	1.232666	1.302246
